CustomerSK,Recency,Frequency,Monetary,Segment,SegmentName
4103,234,4,2291994.98,1,VIP Customers
4105,398,4,1653629.53,1,VIP Customers
4108,177,1,379909.14,3,Potential Returning Customers
4109,736,1,444874.88,0,Inactive Customers
4112,372,1,259026.8,3,Potential Returning Customers
4113,1077,1,419220.43,0,Inactive Customers
4115,727,1,557094.35,0,Inactive Customers
4116,863,1,483972.26,0,Inactive Customers
4117,299,1,486517.72,3,Potential Returning Customers
4120,823,1,460314.26,0,Inactive Customers
4122,860,2,877383.63,2,Loyal Customers
4125,147,3,1315578.46,1,VIP Customers
4130,1084,1,255803.88,0,Inactive Customers
4131,1055,1,493597.84,0,Inactive Customers
4133,744,1,505360.97,0,Inactive Customers
4134,1313,1,327353.17,0,Inactive Customers
4136,941,1,361150.56,0,Inactive Customers
4139,884,1,293391.68,0,Inactive Customers
4140,593,1,612664.34,3,Potential Returning Customers
4141,417,1,497720.37,3,Potential Returning Customers
4142,119,2,1019516.28,2,Loyal Customers
4143,1230,1,296011.66,0,Inactive Customers
4144,729,1,394025.87,0,Inactive Customers
4145,1198,1,235654.65,0,Inactive Customers
4146,147,2,882896.02,2,Loyal Customers
4147,1158,1,335136.2,0,Inactive Customers
4149,321,2,842904.31,2,Loyal Customers
4150,1087,1,427755.81,0,Inactive Customers
4152,51,2,1040332.08,2,Loyal Customers
4154,806,2,790753.85,2,Loyal Customers
4156,1273,1,407359.36,0,Inactive Customers
4157,309,1,531055.08,3,Potential Returning Customers
4159,1199,1,289820.17,0,Inactive Customers
4168,1346,1,472425.02,0,Inactive Customers
4170,253,1,249145.31,3,Potential Returning Customers
4175,124,2,1015114.49,2,Loyal Customers
4176,1181,1,443544.37,0,Inactive Customers
4178,806,2,883801.75,2,Loyal Customers
4188,855,1,423453.76,0,Inactive Customers
4189,998,1,750225.9,0,Inactive Customers
4191,649,1,439722.28,3,Potential Returning Customers
4195,932,1,399318.68,0,Inactive Customers
4199,1296,1,496447.11,0,Inactive Customers
4202,310,1,477480.96,3,Potential Returning Customers
4203,1004,1,777693.9,0,Inactive Customers
4207,1083,1,300855.66,0,Inactive Customers
4209,958,1,415726.49,0,Inactive Customers
4213,321,2,932782.03,2,Loyal Customers
4219,841,1,524093.5,0,Inactive Customers
4220,499,1,314386.32,3,Potential Returning Customers
4222,1033,1,590783.34,0,Inactive Customers
4223,1213,1,409536.01,0,Inactive Customers
4224,895,1,446542.3,0,Inactive Customers
4227,398,1,503418.13,3,Potential Returning Customers
4228,1253,2,716071,2,Loyal Customers
4231,13,2,735484.82,2,Loyal Customers
4232,797,1,447960.21,0,Inactive Customers
4233,1027,1,651492.69,0,Inactive Customers
4236,9,1,396211.05,3,Potential Returning Customers
4240,477,1,433040.84,3,Potential Returning Customers
4243,145,1,544269.84,3,Potential Returning Customers
4245,493,2,705947.99,2,Loyal Customers
4246,278,2,1005736.13,2,Loyal Customers
4247,197,2,807989.91,2,Loyal Customers
4248,1141,1,362028.24,0,Inactive Customers
4251,506,1,475854.67,3,Potential Returning Customers
4252,378,1,301463.95,3,Potential Returning Customers
4253,64,1,403240.57,3,Potential Returning Customers
4257,1292,1,341539.07,0,Inactive Customers
4258,1315,1,565405.39,0,Inactive Customers
4260,142,2,1012174.87,2,Loyal Customers
4270,223,1,492365.75,3,Potential Returning Customers
4272,152,1,521985.1,3,Potential Returning Customers
4283,1235,1,418103.33,0,Inactive Customers
4288,865,1,528525.9,0,Inactive Customers
4289,124,4,1992742.89,1,VIP Customers
4291,288,2,955228.58,2,Loyal Customers
4293,345,3,1115060.16,1,VIP Customers
4294,760,1,554302.24,0,Inactive Customers
4295,1003,1,399857.72,0,Inactive Customers
4296,1087,1,493545,0,Inactive Customers
4297,231,3,1442726.73,1,VIP Customers
4302,43,1,335403.02,3,Potential Returning Customers
4303,616,1,570358.41,3,Potential Returning Customers
4304,722,1,511480.49,3,Potential Returning Customers
4305,1238,1,504492.42,0,Inactive Customers
4307,643,1,440463.71,3,Potential Returning Customers
4308,236,1,370384.91,3,Potential Returning Customers
4309,405,1,434941.69,3,Potential Returning Customers
4311,492,1,297108.16,3,Potential Returning Customers
4312,1286,1,342050.19,0,Inactive Customers
4314,486,1,444901.59,3,Potential Returning Customers
4315,960,1,297866.37,0,Inactive Customers
4318,54,1,467143.51,3,Potential Returning Customers
4319,1374,1,339388.69,0,Inactive Customers
4320,168,1,272669,3,Potential Returning Customers
4322,1343,1,445934.73,0,Inactive Customers
4324,77,1,427505.26,3,Potential Returning Customers
4325,1055,1,432033.77,0,Inactive Customers
4327,93,1,218905.13,3,Potential Returning Customers
4328,645,1,528317.04,3,Potential Returning Customers
4329,435,1,523500.8,3,Potential Returning Customers
4331,445,2,824152.3,2,Loyal Customers
4339,145,1,392299.69,3,Potential Returning Customers
4341,220,1,470322.6,3,Potential Returning Customers
4345,1217,1,444479.23,0,Inactive Customers
4348,501,2,1067657.44,2,Loyal Customers
4350,1031,2,708980.92,2,Loyal Customers
4352,753,2,883754.15,2,Loyal Customers
4354,399,1,440153.5,3,Potential Returning Customers
4361,72,1,538127.07,3,Potential Returning Customers
4363,1242,1,352244.43,0,Inactive Customers
4364,1363,1,495136.29,0,Inactive Customers
4367,712,1,343888.76,3,Potential Returning Customers
4368,177,1,316699.7,3,Potential Returning Customers
4370,1049,1,411537.22,0,Inactive Customers
4373,966,2,1006985.13,2,Loyal Customers
4375,576,1,436833.62,3,Potential Returning Customers
4376,224,1,593144.46,3,Potential Returning Customers
4378,80,1,263074.88,3,Potential Returning Customers
4379,970,1,377554.81,0,Inactive Customers
4381,1045,1,438827.73,0,Inactive Customers
4382,80,1,605162.73,3,Potential Returning Customers
4385,1413,1,421260.42,0,Inactive Customers
4386,97,2,908599.38,2,Loyal Customers
4387,935,1,250276.54,0,Inactive Customers
4388,799,1,421912.48,0,Inactive Customers
4391,1246,1,386609.38,0,Inactive Customers
4393,1148,1,310026.76,0,Inactive Customers
4394,7,2,961677.22,2,Loyal Customers
4397,327,1,369596.91,3,Potential Returning Customers
4398,592,1,410035.73,3,Potential Returning Customers
4399,686,2,681696.63,2,Loyal Customers
4400,613,1,565836.69,3,Potential Returning Customers
4401,858,2,841300.34,2,Loyal Customers
4403,1163,2,937675.81,2,Loyal Customers
4409,30,2,697221.8,2,Loyal Customers
4411,335,1,292530.94,3,Potential Returning Customers
4412,78,3,1278339.95,1,VIP Customers
4414,454,1,544061.44,3,Potential Returning Customers
4419,586,1,411221.53,3,Potential Returning Customers
4421,1218,1,329913.08,0,Inactive Customers
4423,1158,1,369053.96,0,Inactive Customers
4425,662,2,1086804.15,2,Loyal Customers
4429,702,1,296041.98,3,Potential Returning Customers
4432,428,2,872538.3,2,Loyal Customers
4435,329,1,574161.11,3,Potential Returning Customers
4436,287,1,460414.55,3,Potential Returning Customers
4441,276,1,421912.72,3,Potential Returning Customers
4446,617,1,464610.94,3,Potential Returning Customers
4448,716,1,533424.91,3,Potential Returning Customers
4452,98,1,389074.29,3,Potential Returning Customers
4454,550,2,910225.7,2,Loyal Customers
4456,188,1,331050.37,3,Potential Returning Customers
4457,387,1,336043.55,3,Potential Returning Customers
4460,928,1,452913.15,0,Inactive Customers
4463,147,3,1066287.2,1,VIP Customers
4466,369,1,278715.61,3,Potential Returning Customers
4468,985,1,343436.37,0,Inactive Customers
4474,66,1,337706.16,3,Potential Returning Customers
4477,671,1,254850.44,3,Potential Returning Customers
4480,635,1,270660.57,3,Potential Returning Customers
4481,335,1,499744.26,3,Potential Returning Customers
4482,914,1,482265.39,0,Inactive Customers
4483,296,1,442691.49,3,Potential Returning Customers
4484,651,1,403799.38,3,Potential Returning Customers
4485,200,1,528850.07,3,Potential Returning Customers
4486,1313,1,276479.41,0,Inactive Customers
4489,1141,1,479798.7,0,Inactive Customers
4490,8,1,274692.89,3,Potential Returning Customers
4491,604,1,348408.01,3,Potential Returning Customers
4492,383,1,458451.6,3,Potential Returning Customers
4494,269,1,437727.56,3,Potential Returning Customers
4496,758,1,292545.2,0,Inactive Customers
4497,460,1,517323.31,3,Potential Returning Customers
4500,1149,1,340219.21,0,Inactive Customers
4504,561,1,366780.87,3,Potential Returning Customers
4505,364,2,726710.97,2,Loyal Customers
4506,127,1,477294.51,3,Potential Returning Customers
4507,1322,1,323144.87,0,Inactive Customers
4508,1027,1,355681.58,0,Inactive Customers
4510,12,1,345917.81,3,Potential Returning Customers
4512,1278,1,374480.21,0,Inactive Customers
4515,968,1,520729.2,0,Inactive Customers
4520,451,1,557301.42,3,Potential Returning Customers
4522,1039,1,422992.04,0,Inactive Customers
4524,969,2,1035575.01,2,Loyal Customers
4526,883,1,309415.26,0,Inactive Customers
4527,463,1,496600.86,3,Potential Returning Customers
4528,724,1,367636.39,3,Potential Returning Customers
4530,1320,1,466570.76,0,Inactive Customers
4534,789,1,504816.35,0,Inactive Customers
4535,384,2,725055.35,2,Loyal Customers
4537,263,1,395293.49,3,Potential Returning Customers
4538,462,1,348715.69,3,Potential Returning Customers
4539,993,1,479786.58,0,Inactive Customers
4540,144,3,1339648.28,1,VIP Customers
4544,1097,1,436965.91,0,Inactive Customers
4545,1333,1,378746.12,0,Inactive Customers
4546,506,1,277599.37,3,Potential Returning Customers
4547,786,1,444232.96,0,Inactive Customers
4549,213,1,397817.55,3,Potential Returning Customers
4550,378,1,426878.89,3,Potential Returning Customers
4551,1101,1,305462.04,0,Inactive Customers
4554,825,1,303813.94,0,Inactive Customers
4556,439,2,788463.87,2,Loyal Customers
4557,279,2,791413.86,2,Loyal Customers
4559,638,1,417419.32,3,Potential Returning Customers
4564,723,1,410146.07,3,Potential Returning Customers
4565,1075,1,445454.42,0,Inactive Customers
4566,1040,1,510559.19,0,Inactive Customers
4567,537,1,446422.98,3,Potential Returning Customers
4569,910,2,917479.99,2,Loyal Customers
4570,273,1,293846.39,3,Potential Returning Customers
4576,74,2,766216.65,2,Loyal Customers
4577,613,2,879672.38,2,Loyal Customers
4578,662,1,304410.44,3,Potential Returning Customers
4579,178,1,370882.87,3,Potential Returning Customers
4581,512,1,492257.83,3,Potential Returning Customers
4586,1412,1,513027.21,0,Inactive Customers
4587,1278,1,486637.87,0,Inactive Customers
4589,206,1,610699.59,3,Potential Returning Customers
4590,822,1,439056.66,0,Inactive Customers
4591,918,1,365915.33,0,Inactive Customers
4596,1216,1,333879.64,0,Inactive Customers
4604,1368,1,467651.01,0,Inactive Customers
4607,1245,1,252909.36,0,Inactive Customers
4616,892,2,984029.3,2,Loyal Customers
4619,1331,1,384739.73,0,Inactive Customers
4621,1113,1,486752.68,0,Inactive Customers
4623,73,1,488777.93,3,Potential Returning Customers
4626,537,3,1161178.71,1,VIP Customers
4629,1072,1,504674.57,0,Inactive Customers
4630,743,1,458783.28,0,Inactive Customers
4631,48,2,840910.37,2,Loyal Customers
4632,756,1,406178.79,0,Inactive Customers
4634,227,1,536501.08,3,Potential Returning Customers
4635,694,1,304552.47,3,Potential Returning Customers
4636,1015,1,484623.09,0,Inactive Customers
4642,684,1,487747.92,3,Potential Returning Customers
4643,404,1,418811.54,3,Potential Returning Customers
4644,555,1,461156.38,3,Potential Returning Customers
4645,471,2,808648.9,2,Loyal Customers
4646,1320,1,363253.67,0,Inactive Customers
4650,480,1,430376.84,3,Potential Returning Customers
4651,220,1,639989.23,3,Potential Returning Customers
4654,637,1,427099.35,3,Potential Returning Customers
4655,484,2,916537.85,2,Loyal Customers
4658,709,1,256621.49,3,Potential Returning Customers
4659,404,1,514061.02,3,Potential Returning Customers
4664,154,2,782072.09,2,Loyal Customers
4665,141,1,553733.38,3,Potential Returning Customers
4666,208,2,738169.93,2,Loyal Customers
4672,856,1,593836.54,0,Inactive Customers
4673,947,1,398680.04,0,Inactive Customers
4674,372,1,194891.6,3,Potential Returning Customers
4675,117,1,416040.84,3,Potential Returning Customers
4676,724,3,1395696.28,1,VIP Customers
4677,638,1,313563.69,3,Potential Returning Customers
4680,474,2,773256.84,2,Loyal Customers
4683,336,3,1282375.45,1,VIP Customers
4691,66,1,506301.83,3,Potential Returning Customers
4692,392,1,356055.09,3,Potential Returning Customers
4695,1010,2,924681.54,2,Loyal Customers
4698,977,1,315181.79,0,Inactive Customers
4700,1099,1,524101.66,0,Inactive Customers
4705,1261,1,419752.33,0,Inactive Customers
4706,573,3,1310518.77,1,VIP Customers
4707,1350,1,281396.37,0,Inactive Customers
4710,1171,1,438931.53,0,Inactive Customers
4711,1135,1,486649.48,0,Inactive Customers
4713,159,2,1054501.83,2,Loyal Customers
4714,991,1,299775.47,0,Inactive Customers
4716,853,1,264419.72,0,Inactive Customers
4717,1093,1,277636.88,0,Inactive Customers
4718,828,1,522743.39,0,Inactive Customers
4721,357,1,250002.82,3,Potential Returning Customers
4722,325,1,673016.23,3,Potential Returning Customers
4723,1279,1,380645.25,0,Inactive Customers
4724,252,1,460086.85,3,Potential Returning Customers
4725,471,2,812014.06,2,Loyal Customers
4726,320,2,901802.78,2,Loyal Customers
4729,868,1,221019.28,0,Inactive Customers
4735,1152,1,379718.77,0,Inactive Customers
4738,148,3,1264030.59,1,VIP Customers
4739,962,1,463803.23,0,Inactive Customers
4741,599,1,353917.28,3,Potential Returning Customers
4746,145,1,434673.67,3,Potential Returning Customers
4747,421,3,1508092.94,1,VIP Customers
4748,1197,1,341687.05,0,Inactive Customers
4749,222,1,441086.04,3,Potential Returning Customers
4750,459,2,746886.2,2,Loyal Customers
4753,118,1,377906.23,3,Potential Returning Customers
4756,426,1,489425.73,3,Potential Returning Customers
4757,1025,1,534950.83,0,Inactive Customers
4758,1077,1,352337.25,0,Inactive Customers
4760,610,2,819038.26,2,Loyal Customers
4762,1375,1,564218.39,0,Inactive Customers
4763,445,3,1126450.61,1,VIP Customers
4765,80,1,446525.34,3,Potential Returning Customers
4766,1041,1,397338.24,0,Inactive Customers
4767,999,2,828518.97,2,Loyal Customers
4768,184,1,291027.24,3,Potential Returning Customers
4770,611,2,881734.27,2,Loyal Customers
4772,90,1,413654.59,3,Potential Returning Customers
4777,667,1,372881.71,3,Potential Returning Customers
4778,868,1,446493.62,0,Inactive Customers
4784,924,1,394057.02,0,Inactive Customers
4788,847,1,484030.72,0,Inactive Customers
4789,60,2,925876.78,2,Loyal Customers
4790,1340,1,503427.08,0,Inactive Customers
4791,365,1,312220.52,3,Potential Returning Customers
4794,279,1,483724.23,3,Potential Returning Customers
4795,560,1,382833.82,3,Potential Returning Customers
4796,548,1,495623.32,3,Potential Returning Customers
4798,552,1,577729.04,3,Potential Returning Customers
4799,894,1,324250.11,0,Inactive Customers
4800,358,1,329061.64,3,Potential Returning Customers
4803,187,1,517320.27,3,Potential Returning Customers
4805,1180,1,366289.96,0,Inactive Customers
4808,302,2,1029605.13,2,Loyal Customers
4815,549,1,306206.96,3,Potential Returning Customers
4816,49,4,1527304.91,1,VIP Customers
4817,486,1,341504.21,3,Potential Returning Customers
4818,594,1,370287.43,3,Potential Returning Customers
4820,160,3,1267282.12,1,VIP Customers
4823,1223,1,498705.92,0,Inactive Customers
4825,125,3,1473021.29,1,VIP Customers
4826,783,1,543829.98,0,Inactive Customers
4827,248,2,928903.32,2,Loyal Customers
4828,978,1,453711.81,0,Inactive Customers
4829,957,1,419559.71,0,Inactive Customers
4830,1195,1,417968.75,0,Inactive Customers
4831,501,1,577773.97,3,Potential Returning Customers
4833,388,1,573086.9,3,Potential Returning Customers
4834,1187,2,501922.37,0,Inactive Customers
4835,1153,1,318367.2,0,Inactive Customers
4837,1379,1,403681.82,0,Inactive Customers
4838,27,1,360923.88,3,Potential Returning Customers
4841,467,2,893142.01,2,Loyal Customers
4843,1128,1,447439.91,0,Inactive Customers
4844,3,1,639467.33,3,Potential Returning Customers
4845,1172,1,319627.85,0,Inactive Customers
4849,264,2,798588.63,2,Loyal Customers
4850,1351,2,942166.04,2,Loyal Customers
4855,983,1,499663.54,0,Inactive Customers
4862,1120,2,848250.14,2,Loyal Customers
4863,264,1,255547.25,3,Potential Returning Customers
4867,427,1,465789.36,3,Potential Returning Customers
4868,718,1,362569.29,3,Potential Returning Customers
4869,112,1,398893.8,3,Potential Returning Customers
4870,112,1,351038.4,3,Potential Returning Customers
4872,799,1,652329.66,0,Inactive Customers
4873,220,1,374788.59,3,Potential Returning Customers
4874,515,2,790082.42,2,Loyal Customers
4877,1311,1,527545.51,0,Inactive Customers
4880,207,1,332132.78,3,Potential Returning Customers
4882,639,2,949896.89,2,Loyal Customers
4883,1396,1,372495.46,0,Inactive Customers
4884,293,3,959081.39,1,VIP Customers
4885,424,1,360556.07,3,Potential Returning Customers
4890,159,1,529097.63,3,Potential Returning Customers
4892,395,1,625833.01,3,Potential Returning Customers
4897,546,1,449503.12,3,Potential Returning Customers
4899,383,2,1005640.6,2,Loyal Customers
4902,858,1,846598.24,0,Inactive Customers
4903,805,1,496135.47,0,Inactive Customers
4913,580,2,781331.34,2,Loyal Customers
4914,186,1,381177.39,3,Potential Returning Customers
4916,300,1,504008.99,3,Potential Returning Customers
4919,335,3,1134095.41,1,VIP Customers
4922,229,1,450015.16,3,Potential Returning Customers
4925,596,1,361750.07,3,Potential Returning Customers
4931,167,2,797251,2,Loyal Customers
4933,1031,2,1004614.01,2,Loyal Customers
4934,446,1,359985.67,3,Potential Returning Customers
4937,941,1,268182.05,0,Inactive Customers
4941,668,1,388611.77,3,Potential Returning Customers
4943,827,2,806408.84,2,Loyal Customers
4945,275,1,478015.24,3,Potential Returning Customers
4946,1019,1,282103.39,0,Inactive Customers
4947,720,1,556098.02,3,Potential Returning Customers
4948,74,3,1283372.91,1,VIP Customers
4951,1157,1,323101.38,0,Inactive Customers
4954,1219,1,350735.1,0,Inactive Customers
4961,226,1,416180.4,3,Potential Returning Customers
4962,1203,1,377028.1,0,Inactive Customers
4963,50,2,1136764.75,2,Loyal Customers
4964,626,2,958381.87,2,Loyal Customers
4965,42,2,1045895.54,2,Loyal Customers
4971,507,1,386957.87,3,Potential Returning Customers
4973,639,2,854515.17,2,Loyal Customers
4975,669,2,791071.54,2,Loyal Customers
4977,495,1,362391.6,3,Potential Returning Customers
4982,135,3,1363105.37,1,VIP Customers
4987,744,1,345926.45,0,Inactive Customers
4989,1091,1,374521.66,0,Inactive Customers
4990,454,1,445576.74,3,Potential Returning Customers
4991,613,1,395300.5,3,Potential Returning Customers
4993,560,1,281218.92,3,Potential Returning Customers
4996,910,1,348270.8,0,Inactive Customers
4999,253,2,987063.19,2,Loyal Customers
